square_footage,rooms,bathrooms,construction_year,renovation_year,zip_code,floors,broadband,hoa_fee,price
1785.0,4,2.0,1965,,30338,1,1,82.45,164957.0
1624.0,5,2.0,1981,,30144,2,1,40.25,267969.0
3208.0,4,1.0,1976,,30309,1,1,56.8,370601.0
3559.0,7,2.0,1964,2017.0,30080,1,1,43.64,453181.0
2170.0,6,1.5,2006,,30338,2,0,66.7,344536.0
1357.0,5,3.0,1987,,30328,1,1,115.35,244338.0
2643.0,4,1.5,2010,,30144,1,1,92.43,319315.0
1611.0,5,2.5,2008,,30305,2,1,32.02,303702.0
1870.0,4,1.5,1968,,30030,2,1,66.8,215113.0
1823.0,7,3.0,1970,1999.0,30318,2,1,82.01,329227.0
1900.0,6,2.0,2018,1998.0,30030,1,1,97.32,383816.0
1987.0,3,2.0,1972,2020.0,30305,2,1,55.48,304101.0
1412.0,5,2.5,1956,2001.0,30030,1,1,37.88,209882.0
1779.0,6,3.5,1989,2013.0,30301,2,1,73.31,366715.0
2812.0,5,3.5,2019,,30318,2,1,92.07,444179.0
2180.0,3,2.0,1966,,30144,1,1,82.05,228851.0
2275.0,3,3.5,1995,,30338,1,1,48.46,335635.0
861.0,6,2.5,1974,,30328,2,1,127.64,161422.0
2769.0,5,3.5,1977,1989.0,30309,1,1,72.04,371040.0
1789.0,5,1.0,1982,,30301,2,1,80.81,186094.0
2874.0,4,1.0,1960,,30305,2,1,55.14,249759.0
2293.0,4,1.5,1977,,30030,1,1,108.2,254103.0
1863.0,5,3.0,1969,,30309,2,1,92.16,236121.0
1193.0,5,1.5,2008,2012.0,30301,1,1,84.44,253019.0
3505.0,5,2.0,1966,,30318,1,1,40.45,356773.0
2682.0,7,2.5,2011,,30318,1,1,107.82,422045.0
2718.0,3,3.5,1951,,30144,1,1,97.71,183069.0
3291.0,5,2.5,1979,,30309,2,1,105.45,413068.0
2334.0,4,3.0,1969,,30309,1,1,76.11,231116.0
3011.0,3,2.0,1982,,30305,2,1,72.75,398132.0
1913.0,5,3.5,2005,,30305,1,1,69.54,322534.0
2643.0,3,1.5,2018,,30328,2,1,143.37,337928.0
1822.0,4,2.0,2002,2006.0,30309,2,1,58.73,347672.0
1898.0,6,2.5,1986,2019.0,30030,1,1,39.41,343655.0
2258.0,4,2.0,1986,,30080,1,1,63.8,255687.0
1440.0,6,3.0,2021,,30328,2,1,59.01,364483.0
2398.0,4,3.0,2021,,30309,2,1,112.8,466337.0
2013.0,5,2.0,2004,1995.0,30080,1,1,34.32,287096.0
1007.0,7,1.0,1961,,30144,2,1,58.16,66044.0
1925.0,4,1.5,1969,,30144,2,1,80.72,186606.0
1993.0,5,1.0,1969,,30144,1,1,113.05,179286.0
2712.0,6,3.5,1966,,30080,2,1,96.39,357837.0
2371.0,4,2.5,2019,2004.0,30030,1,0,123.57,338584.0
3068.0,4,1.5,1961,,30144,2,1,85.37,222708.0
2512.0,6,1.5,2011,,30318,2,1,68.89,383693.0
1868.0,3,3.0,2008,2013.0,30144,1,1,100.67,222238.0
2165.0,4,3.0,1988,1994.0,30301,1,0,33.99,202484.0
1991.0,5,3.5,1972,,30080,1,1,23.7,255423.0
