square_footage,rooms,bathrooms,construction_year,renovation_year,zip_code,floors,broadband,lot_size,energy_efficiency,price
2152.0,4,3.0,1956,1985.0,30030,1,1,16807.0,2,345638.0
3279.0,4,3.0,2012,1982.0,30030,1,1,12318.0,2,603753.0
2737.0,3,3.5,2013,,30309,1,0,12858.0,2,544583.0
2207.0,3,3.0,1999,1995.0,30318,1,0,9193.0,2,417538.0
2349.0,3,3.5,2016,1988.0,30328,1,0,11308.0,5,495250.0
2227.0,5,2.0,1980,,30328,2,1,13238.0,2,378493.0
2078.0,5,3.5,2009,1990.0,30080,1,1,15402.0,2,447922.0
1551.0,5,2.5,2002,,30318,2,1,14997.0,4,395865.0
2109.0,5,2.5,1990,2014.0,30030,1,0,7563.0,5,435253.0
1752.0,6,2.5,1962,1980.0,30080,2,1,15908.0,3,350213.0
1450.0,7,2.0,1990,2019.0,30309,1,0,11645.0,4,381352.0
2507.0,5,2.0,2014,1988.0,30080,1,1,8052.0,1,359805.0
2435.0,6,2.0,2020,1997.0,30309,1,1,17346.0,3,610451.0
1128.0,6,1.5,1982,1994.0,30318,2,1,17853.0,1,358951.0
2126.0,6,2.5,1967,,30338,2,1,13055.0,1,378476.0
2797.0,3,3.0,2003,,30338,2,1,14835.0,3,540467.0
2836.0,7,2.5,1955,2010.0,30328,2,0,15070.0,2,534811.0
2816.0,3,2.5,1960,,30309,2,0,17583.0,1,431576.0
2223.0,5,2.5,1990,,30301,1,1,14912.0,1,374546.0
1693.0,6,2.5,2021,,30144,1,0,6689.0,4,348846.0
1550.0,5,2.0,1973,1987.0,30080,2,1,20039.0,3,386055.0
2407.0,4,3.0,1981,1997.0,30080,2,1,16263.0,2,435868.0
2428.0,7,2.0,1973,1984.0,30328,1,1,9962.0,5,474331.0
2972.0,3,3.0,1981,2010.0,30080,2,1,7881.0,2,398885.0
2860.0,4,3.0,1950,1998.0,30328,2,1,14019.0,5,480814.0
2121.0,7,2.5,1992,,30301,1,1,10887.0,2,405334.0
1453.0,6,3.0,1992,,30305,2,0,13320.0,1,385718.0
2009.0,3,2.0,1972,1991.0,30309,2,0,14974.0,1,388550.0
2330.0,6,3.0,1969,,30318,1,1,9734.0,2,302984.0
2079.0,7,3.0,2004,2021.0,30144,2,1,7536.0,1,384271.0
1853.0,3,3.0,1963,,30309,2,1,13543.0,1,328569.0
2352.0,5,3.0,1953,,30338,2,1,9866.0,2,307438.0
1898.0,5,3.0,1952,1993.0,30309,2,1,12584.0,5,439696.0
1823.0,3,3.5,2013,,30338,2,1,6627.0,2,368940.0
2387.0,4,2.5,1976,,30338,2,1,10991.0,2,372056.0
1959.0,3,3.0,1957,,30305,2,1,14860.0,5,423507.0
2346.0,3,3.0,2013,,30328,1,1,14424.0,2,516405.0
2364.0,5,2.5,1960,,30301,1,1,8847.0,5,359618.0
1516.0,5,3.5,1974,2008.0,30144,1,1,7327.0,4,301194.0
1911.0,4,2.0,1951,1981.0,30030,1,1,12063.0,5,328435.0
3063.0,4,2.5,1998,,30144,2,1,14244.0,3,498709.0
1503.0,3,1.5,2000,1997.0,30080,2,0,13621.0,3,315420.0
930.0,6,2.0,2004,,30305,1,1,9951.0,2,306616.0
1083.0,4,3.0,1968,,30030,1,1,13191.0,3,234238.0
2217.0,7,2.0,1973,,30301,2,1,18009.0,4,453864.0
2219.0,5,2.0,2017,2010.0,30144,1,0,12821.0,5,394038.0
2129.0,7,2.0,2009,,30080,2,1,5467.0,1,345387.0
2929.0,6,2.5,1952,1983.0,30030,1,1,12813.0,1,469629.0
600.0,4,3.0,1999,2000.0,30144,1,0,20176.0,1,241642.0
2438.0,6,3.0,2008,2008.0,30080,1,1,6850.0,4,462516.0
3137.0,4,1.5,1990,,30080,1,0,12119.0,1,410529.0
1523.0,3,2.5,1996,,30301,2,1,11095.0,5,315499.0
1972.0,4,2.5,1950,1991.0,30301,1,1,12384.0,2,320007.0
1748.0,4,2.5,1952,,30144,1,0,12777.0,2,192393.0
1663.0,3,2.5,1952,2014.0,30309,1,1,16560.0,5,371157.0
2004.0,3,2.0,1961,,30318,1,1,12339.0,4,270443.0
3056.0,7,2.5,2021,2012.0,30301,2,1,17109.0,3,648896.0
3302.0,5,2.5,1995,,30338,2,1,11529.0,5,556053.0
1998.0,5,2.5,2006,,30080,2,1,10599.0,4,449018.0
3343.0,7,2.5,1971,,30080,2,1,9323.0,4,531352.0
2221.0,4,3.0,2017,2005.0,30338,1,1,4732.0,2,398942.0
3252.0,5,3.0,1964,,30338,1,1,13103.0,5,414964.0
2144.0,7,2.0,2014,,30328,2,1,20216.0,4,613708.0
2279.0,6,3.0,1952,,30328,2,1,13833.0,5,411842.0
2419.0,4,3.0,1951,,30328,2,1,14747.0,5,378869.0
4107.0,4,2.0,1955,,30144,1,1,10348.0,3,383412.0
2711.0,3,2.5,2007,1988.0,30309,2,1,11023.0,2,497022.0
1776.0,3,2.0,1968,,30328,2,1,15939.0,5,384177.0
2781.0,3,3.0,1982,2007.0,30338,1,1,20035.0,5,539082.0
1983.0,6,2.0,1983,,30338,1,1,17952.0,1,449365.0
1906.0,6,3.0,2006,2005.0,30301,2,0,15221.0,4,467709.0
2745.0,5,2.0,1975,1997.0,30309,1,0,12141.0,4,469187.0
2219.0,6,2.5,1950,,30338,2,0,12839.0,4,343236.0
2367.0,3,3.5,1977,,30030,2,1,8986.0,5,439381.0
2208.0,4,2.0,1970,,30030,1,1,6207.0,2,334119.0
2402.0,4,3.0,2002,,30144,1,1,7493.0,5,402425.0
2455.0,7,3.5,2004,1995.0,30030,2,0,12199.0,4,555997.0
1038.0,6,3.0,1956,1991.0,30338,1,1,10832.0,1,270011.0
2600.0,7,2.0,2007,1982.0,30309,2,1,6122.0,3,549686.0
1611.0,4,3.0,1955,,30318,1,1,11851.0,1,236026.0
1335.0,7,1.0,1994,,30080,1,1,10726.0,5,287074.0
2165.0,3,2.0,1978,,30328,2,1,7309.0,4,313149.0
2250.0,4,3.0,1971,,30030,2,0,10519.0,5,386806.0
1784.0,5,3.0,1984,1985.0,30305,2,1,10716.0,4,433124.0
2699.0,3,2.5,1972,,30305,2,1,9533.0,2,437457.0
1395.0,7,2.0,2007,,30305,2,0,15707.0,3,405615.0
1956.0,7,3.0,2019,,30305,2,1,4388.0,5,497637.0
1849.0,5,3.0,2008,2000.0,30338,2,1,4057.0,1,365897.0
2172.0,4,2.5,1981,2021.0,30338,1,1,12013.0,5,459344.0
2367.0,3,3.0,1986,,30338,1,1,12385.0,3,392987.0
1595.0,6,2.0,1982,2017.0,30309,2,1,13617.0,3,422454.0
2635.0,5,2.0,2007,,30338,2,1,9844.0,4,451035.0
2238.0,6,2.5,1989,2015.0,30305,2,1,8328.0,1,469560.0
1065.0,6,3.5,1983,,30328,2,1,11971.0,1,330692.0
1025.0,3,2.0,1979,,30305,2,1,10234.0,1,205504.0
2193.0,3,2.0,1977,,30301,2,0,18204.0,4,355774.0
2067.0,6,1.5,1989,1996.0,30305,1,1,10703.0,1,433376.0
2138.0,3,3.0,1999,2022.0,30305,1,1,11787.0,4,439373.0
2183.0,7,2.0,1981,2012.0,30328,1,1,21902.0,1,486595.0
2335.0,3,2.5,2008,,30328,2,1,11221.0,4,503433.0
2769.0,6,3.5,2009,2004.0,30338,2,1,14225.0,5,607995.0
1533.0,7,1.0,1980,,30318,1,1,14585.0,3,352089.0
1497.0,5,2.5,2015,2010.0,30305,1,0,14926.0,2,440030.0
1544.0,3,2.5,1962,2011.0,30301,1,0,13158.0,3,274759.0
2373.0,7,3.0,2017,,30030,1,1,12775.0,4,575577.0
2947.0,3,2.0,1971,,30144,1,1,12401.0,4,367803.0
1941.0,5,2.5,1990,,30309,1,0,9696.0,4,438821.0
699.0,7,2.0,1970,,30305,2,0,13302.0,3,298763.0
1178.0,6,3.0,1981,,30309,2,1,20115.0,4,404211.0
1700.0,3,3.0,1974,,30305,1,1,16843.0,2,397288.0
1865.0,7,1.5,2000,,30309,1,1,13216.0,2,445288.0
1955.0,3,2.0,1955,2021.0,30328,2,1,15423.0,5,368534.0
2223.0,6,3.0,2010,,30080,2,0,8523.0,3,421318.0
2013.0,6,1.0,2015,,30030,2,0,10958.0,5,486757.0
2830.0,4,2.0,1990,1996.0,30144,2,0,15791.0,4,417205.0
1794.0,5,2.5,1989,,30318,1,1,17949.0,3,394041.0
1683.0,3,2.0,2000,,30328,2,0,8917.0,3,350287.0
2487.0,7,2.0,1964,,30318,2,1,10066.0,4,402166.0
1279.0,4,2.5,2003,1984.0,30301,2,1,20726.0,1,353328.0
2434.0,4,2.0,1965,,30318,2,1,12385.0,3,330979.0
2262.0,5,2.5,1998,,30309,1,1,19293.0,4,561092.0
2112.0,6,3.0,1972,2006.0,30328,1,0,12827.0,1,410149.0
3153.0,5,2.5,2003,2003.0,30305,2,1,12985.0,1,533251.0
1827.0,5,1.5,2006,2016.0,30030,1,1,10778.0,1,420170.0
3436.0,5,3.0,1965,1993.0,30080,1,1,15770.0,3,486526.0
2065.0,7,2.0,1994,,30144,1,1,17431.0,2,433569.0
1434.0,4,3.0,1985,,30301,2,1,7860.0,3,249564.0
2242.0,7,2.0,1971,2011.0,30305,1,1,10590.0,1,431473.0
1554.0,6,3.0,1992,1994.0,30144,1,1,15660.0,2,317818.0
1749.0,7,2.0,2021,,30080,2,1,11482.0,1,388172.0
2438.0,7,2.0,1950,1999.0,30338,2,0,10026.0,5,401220.0
2533.0,6,2.5,2018,,30309,1,0,16038.0,3,646283.0
1827.0,4,1.0,2011,2017.0,30328,2,0,16414.0,1,401464.0
2792.0,6,2.0,1988,1996.0,30328,2,1,10201.0,3,471761.0
2895.0,6,3.0,1993,,30080,1,1,12849.0,5,447219.0
3062.0,4,3.0,1976,2020.0,30328,1,1,7166.0,5,455129.0
2518.0,6,1.5,1959,,30301,2,1,8418.0,5,336567.0
3018.0,4,3.0,1991,2022.0,30030,1,1,12497.0,3,534564.0
1072.0,5,3.0,2008,,30030,1,1,12126.0,2,365130.0
2009.0,6,3.0,1966,,30309,2,1,8132.0,2,312531.0
1680.0,3,3.0,2001,,30305,1,1,9136.0,2,362781.0
2272.0,4,3.0,2003,2007.0,30305,1,1,7740.0,5,503899.0
1857.0,6,2.5,2004,,30080,1,1,13820.0,1,442188.0
2100.0,5,3.0,1974,,30328,1,1,4129.0,5,303390.0
3329.0,7,3.5,1978,1991.0,30328,1,1,7954.0,5,556623.0
2098.0,3,1.5,1979,2015.0,30144,1,0,4548.0,5,229370.0
2448.0,6,2.0,2011,,30301,2,1,13676.0,4,500239.0
2061.0,7,1.5,2014,2011.0,30305,2,1,4789.0,5,440328.0
2245.0,7,3.5,1979,,30080,2,1,12127.0,1,462684.0
2204.0,3,2.5,2019,,30328,1,0,18558.0,5,514238.0
2469.0,7,3.0,1991,2006.0,30301,1,1,18694.0,3,519057.0
2899.0,4,3.0,1977,,30030,1,1,4776.0,5,489467.0
3188.0,4,3.5,1950,,30305,2,1,13194.0,1,458414.0
2386.0,4,2.0,1993,2002.0,30080,2,1,8044.0,5,399747.0
2554.0,6,3.0,1996,,30080,2,1,7227.0,3,411601.0
1509.0,6,3.0,2019,1987.0,30080,2,0,11546.0,1,342703.0
2147.0,5,1.0,2001,1980.0,30328,2,1,16913.0,3,439497.0
2764.0,3,3.0,1952,,30309,1,0,14399.0,1,443527.0
2720.0,7,2.0,1990,2007.0,30080,1,1,9139.0,1,449106.0
2327.0,4,2.5,2003,,30338,2,1,14820.0,3,482858.0
2732.0,3,2.5,1985,2022.0,30338,2,0,3025.0,5,380074.0
2494.0,5,2.0,1980,,30305,1,0,8988.0,1,406657.0
2920.0,5,1.5,2008,1992.0,30338,1,1,8704.0,2,434707.0
2374.0,6,1.5,1994,,30338,2,1,12313.0,2,394207.0
1987.0,7,1.5,1999,,30309,2,1,11189.0,3,454520.0
2402.0,3,2.5,1983,,30030,2,0,11434.0,1,433964.0
600.0,4,2.0,1970,,30305,2,1,11301.0,4,271420.0
2430.0,5,2.0,1987,,30030,2,1,12090.0,3,438971.0
600.0,6,3.0,2019,,30144,2,1,14161.0,5,313192.0
1166.0,6,3.0,1993,,30338,1,0,12597.0,2,285085.0
2471.0,4,2.5,2000,,30301,1,1,10863.0,3,420531.0
2487.0,6,3.5,1958,,30328,2,1,13607.0,1,435604.0
1503.0,7,2.0,2021,,30328,1,1,15304.0,5,523510.0
1773.0,5,3.0,1967,1992.0,30328,1,1,9776.0,5,401807.0
3022.0,7,1.5,2019,,30309,2,1,11762.0,2,619630.0
1910.0,6,3.0,1982,,30338,1,1,16648.0,3,452805.0
3546.0,4,3.5,2016,1994.0,30309,1,1,7589.0,5,640161.0
2199.0,4,3.0,2014,1985.0,30338,1,1,19219.0,2,528125.0
2445.0,6,2.5,2004,,30338,1,1,6643.0,2,432918.0
3170.0,4,2.5,2015,,30338,2,1,10619.0,2,560222.0
2279.0,4,2.0,1993,1981.0,30080,2,1,8199.0,4,374559.0
1599.0,4,3.0,2011,1983.0,30080,2,1,20752.0,2,427762.0
2134.0,6,3.0,1962,2019.0,30030,2,1,9987.0,1,450931.0
2179.0,4,3.5,1955,,30080,2,1,9997.0,1,248145.0
1381.0,6,2.5,1989,,30080,1,1,10517.0,5,300364.0
2047.0,7,1.5,2008,,30309,1,1,12382.0,5,511007.0
1755.0,7,2.5,2005,,30309,1,1,10686.0,5,452066.0
2755.0,7,1.5,1988,,30328,1,1,11468.0,2,466854.0
2221.0,3,2.0,1987,1983.0,30328,2,1,2000.0,3,305927.0
2030.0,5,2.0,1993,,30030,1,1,12229.0,3,456799.0
2136.0,4,3.0,2012,2007.0,30301,1,0,12071.0,3,421141.0
2334.0,7,2.0,2010,2016.0,30305,1,1,16154.0,1,580022.0
2570.0,6,2.0,1957,,30030,1,1,17236.0,3,449289.0
1600.0,4,1.0,1992,,30080,2,1,11249.0,1,255349.0
1575.0,5,3.0,1977,1981.0,30309,1,1,15265.0,2,394843.0
2863.0,6,3.0,2007,,30309,1,1,7594.0,2,581782.0
1953.0,5,1.0,1986,,30338,1,1,15069.0,4,415784.0
1350.0,5,1.0,2021,2002.0,30328,1,1,9710.0,5,379542.0
2466.0,3,2.5,1981,1986.0,30305,2,1,7261.0,4,355829.0
2478.0,5,2.0,1998,2019.0,30328,1,1,11258.0,3,428700.0
1282.0,4,2.5,1957,,30080,1,1,17602.0,3,242819.0
2338.0,7,2.5,2017,,30030,1,1,12724.0,3,489152.0
2641.0,7,3.5,1961,,30080,1,1,17986.0,1,492124.0
2425.0,6,2.0,1977,2013.0,30338,1,1,9005.0,5,466356.0
2579.0,3,3.0,2010,,30080,2,1,16191.0,5,472709.0
1357.0,7,1.5,2019,,30309,1,0,9391.0,2,368824.0
2399.0,4,3.5,1984,,30301,1,0,12901.0,1,411350.0
2018.0,5,3.5,1984,2005.0,30305,1,1,12867.0,1,413760.0
1910.0,7,3.0,1953,,30144,1,0,14646.0,4,270818.0
2722.0,7,2.5,2020,,30338,1,1,13003.0,1,540968.0
3088.0,3,2.0,1951,2011.0,30309,2,1,9043.0,1,434345.0
3277.0,4,3.0,1951,1992.0,30080,1,0,15521.0,4,462218.0
2989.0,6,3.0,1984,1990.0,30309,2,1,18927.0,1,642564.0
2134.0,5,2.0,1950,1999.0,30338,2,1,9665.0,1,360916.0
2412.0,4,2.5,1961,,30309,1,1,4659.0,1,313741.0
2660.0,5,2.5,1995,1997.0,30301,2,1,13997.0,4,510872.0
2273.0,7,3.0,2000,1995.0,30309,1,1,10675.0,2,501439.0
2278.0,4,3.0,1971,,30309,2,0,11476.0,2,335982.0
2694.0,6,2.5,2007,2013.0,30328,1,0,14225.0,4,532271.0
2164.0,6,2.5,1993,1994.0,30301,1,1,10174.0,1,362219.0
1762.0,7,2.0,1966,,30309,1,1,10925.0,3,347690.0
1951.0,4,2.0,2001,2010.0,30338,2,1,11600.0,3,377899.0
2580.0,4,1.0,1992,2008.0,30318,2,1,17879.0,4,446378.0
2202.0,5,3.0,2008,1991.0,30338,1,0,12120.0,4,486524.0
2404.0,5,2.5,1961,2015.0,30338,2,1,7057.0,4,459572.0
2602.0,5,2.5,1966,,30144,2,1,7216.0,2,255532.0
1975.0,6,2.0,1971,1991.0,30080,2,1,12557.0,1,301796.0
2654.0,6,2.0,1974,2017.0,30309,1,1,7482.0,3,456109.0
2427.0,4,2.5,2013,,30030,2,1,5751.0,1,467933.0
1459.0,6,2.0,2002,,30338,1,0,14542.0,3,374809.0
3065.0,4,1.5,1989,1981.0,30338,1,1,14738.0,4,466973.0
1900.0,5,3.0,1988,2006.0,30080,1,1,10527.0,5,409017.0
1207.0,3,2.0,2013,,30305,2,1,13175.0,4,406459.0
1573.0,4,2.0,1982,,30318,2,1,12752.0,5,328576.0
1587.0,7,2.5,1966,,30080,2,1,14410.0,3,309786.0
2231.0,5,3.0,1959,2016.0,30144,2,1,14419.0,3,374570.0
2036.0,6,2.0,1973,1992.0,30301,1,0,2000.0,2,267603.0
1998.0,3,3.0,1997,,30328,1,1,11038.0,4,401118.0
2572.0,6,3.5,1983,,30309,2,1,14072.0,5,555943.0
2404.0,4,3.0,1980,,30305,2,1,10358.0,2,454125.0
2390.0,6,2.5,1984,2011.0,30301,1,1,12145.0,1,430446.0
2446.0,7,3.0,2020,,30328,1,0,15003.0,1,591486.0
2570.0,5,2.5,2021,2012.0,30030,2,1,12324.0,4,612963.0
935.0,3,2.5,1961,,30328,1,1,18032.0,4,267076.0
1981.0,5,2.5,1958,,30318,2,1,16508.0,1,317482.0
892.0,3,2.0,1967,,30030,2,1,11526.0,1,219581.0
2222.0,5,1.5,2011,1988.0,30338,1,1,11208.0,4,463756.0
2197.0,3,2.5,1983,,30144,1,0,2000.0,2,304909.0
2827.0,6,1.5,2012,,30318,2,1,10694.0,3,511408.0
2913.0,4,2.5,1996,,30309,1,1,6587.0,2,499839.0
2322.0,4,2.5,1989,2012.0,30328,1,1,12885.0,4,470187.0
1900.0,3,3.5,1970,,30328,1,1,12611.0,4,355943.0
2491.0,7,1.0,1974,2008.0,30328,2,1,14783.0,1,454363.0
1883.0,7,2.5,1960,2006.0,30080,2,1,17587.0,1,398773.0
2199.0,7,2.5,1987,2007.0,30301,1,0,11895.0,3,437143.0
2792.0,3,1.0,1970,2013.0,30328,2,1,21122.0,4,528405.0
1865.0,4,2.0,1971,2018.0,30318,1,1,12930.0,1,340041.0
2683.0,7,1.5,1952,,30305,1,1,6759.0,1,341876.0
2606.0,5,2.0,2007,2019.0,30338,1,1,9752.0,4,481960.0
1627.0,3,2.0,2017,2006.0,30080,1,1,10509.0,3,297728.0
2784.0,3,2.5,1985,2005.0,30328,2,1,14369.0,1,519304.0
2619.0,4,2.5,1988,1994.0,30301,2,1,8211.0,4,394900.0
2261.0,7,1.0,2016,,30301,1,1,10808.0,1,457819.0
1743.0,3,2.0,1986,,30318,2,1,11356.0,2,310017.0
1684.0,7,1.5,1994,1995.0,30030,2,1,10208.0,4,422138.0
1877.0,6,2.5,1980,,30309,2,1,15246.0,2,437753.0
2526.0,7,2.0,1987,,30309,1,1,14565.0,1,483991.0
1627.0,7,2.5,1987,,30080,1,0,16666.0,5,359749.0
2463.0,4,2.0,2001,2007.0,30301,1,1,10676.0,2,454922.0
1455.0,7,1.0,1993,1981.0,30301,1,1,16810.0,3,364717.0
2078.0,3,3.5,1986,,30305,1,1,6544.0,5,427689.0
2266.0,4,1.5,1955,,30144,1,1,6446.0,5,276469.0
3667.0,4,1.5,2015,,30328,1,1,7145.0,5,566541.0
1374.0,3,1.5,2013,,30305,2,0,12037.0,2,348220.0
3083.0,3,3.5,1963,2018.0,30309,2,1,16810.0,5,596244.0
2290.0,3,2.5,1971,,30144,2,1,9591.0,1,234320.0
2447.0,3,2.5,2020,,30030,1,1,10093.0,2,471499.0
2271.0,4,3.5,1973,1998.0,30309,2,1,11136.0,1,457439.0
2467.0,3,1.5,2008,,30309,2,1,14291.0,3,478080.0
2108.0,3,3.5,2006,,30301,2,1,10089.0,5,416546.0
3072.0,7,2.0,2011,,30030,2,1,9866.0,4,599978.0
1926.0,3,2.5,1951,,30305,2,0,6618.0,5,321276.0
2879.0,3,2.5,1984,,30309,2,1,9713.0,1,394970.0
1813.0,3,2.0,1990,,30318,2,0,16710.0,4,368551.0
2164.0,3,3.5,2010,,30338,2,1,12364.0,4,467492.0
1557.0,5,1.5,1966,1981.0,30338,2,1,9041.0,3,260910.0
2473.0,7,3.5,1972,1993.0,30080,2,1,16945.0,1,457522.0
3067.0,6,2.0,1962,2005.0,30309,1,1,9659.0,1,510083.0
2154.0,5,2.5,2004,1986.0,30318,2,1,17680.0,5,514723.0
2082.0,3,3.5,2021,2001.0,30318,1,0,17614.0,2,468300.0
1531.0,6,1.5,1960,,30301,2,1,12224.0,4,313020.0
2062.0,3,3.5,1966,2015.0,30030,2,1,6006.0,5,428672.0
1244.0,6,2.5,1972,1981.0,30328,2,1,21158.0,3,418479.0
1652.0,5,3.0,2014,,30328,1,1,13549.0,2,431677.0
2336.0,7,1.5,1982,2005.0,30144,2,1,10704.0,3,383608.0
2991.0,4,2.5,1970,,30305,1,1,15825.0,2,494662.0
3886.0,6,3.0,1973,,30144,1,1,14809.0,1,452587.0
1848.0,5,2.5,1993,,30030,1,1,17244.0,5,420370.0
3061.0,5,2.0,1977,2009.0,30305,2,0,9351.0,2,423524.0
2346.0,7,2.0,1960,1992.0,30030,1,1,13274.0,4,456480.0
2109.0,6,3.0,2009,,30030,1,1,7257.0,4,491110.0
2460.0,5,1.0,1980,,30318,2,1,14665.0,3,359546.0
2237.0,5,3.0,1968,2011.0,30318,2,1,11908.0,3,447173.0
2266.0,6,3.5,2002,,30080,1,0,13124.0,1,433338.0
1955.0,4,1.0,2003,,30305,2,1,11415.0,3,440235.0
1361.0,3,2.0,1961,2005.0,30301,1,0,10996.0,4,246406.0
1274.0,5,3.0,1955,,30338,2,1,8527.0,1,197380.0
2592.0,3,1.5,1953,1988.0,30144,1,1,15162.0,2,310426.0
2034.0,3,2.5,2005,1989.0,30328,2,1,17959.0,4,496403.0
1842.0,5,3.0,1995,,30305,2,0,9773.0,5,413265.0
2205.0,6,2.5,2007,2009.0,30328,2,1,14214.0,2,464502.0
2677.0,6,2.0,1995,,30309,2,1,13729.0,5,571658.0
2308.0,4,3.0,1978,,30080,2,0,12032.0,1,310565.0
1806.0,5,2.5,1992,2020.0,30338,1,1,5894.0,3,404242.0
2936.0,3,2.0,2002,,30318,1,1,6794.0,5,423741.0
3148.0,6,2.5,1978,1991.0,30338,1,1,8876.0,3,545359.0
2497.0,4,3.0,2015,1990.0,30030,1,1,3444.0,3,399366.0
2784.0,6,3.0,2014,,30030,2,1,17632.0,1,622562.0
2945.0,7,2.5,2007,,30318,1,1,13471.0,3,595248.0
2878.0,6,2.0,2021,,30338,2,1,11880.0,3,544737.0
2568.0,4,1.5,1978,1983.0,30301,1,1,3239.0,5,323235.0
2559.0,7,2.0,1958,1988.0,30318,1,0,4705.0,2,327528.0
2512.0,6,1.0,1984,,30318,2,1,11991.0,2,378200.0
1542.0,6,3.5,2003,1997.0,30328,2,1,19882.0,4,522246.0
2620.0,7,2.0,2006,1999.0,30144,2,1,9205.0,5,398071.0
1387.0,7,3.0,1977,,30144,1,1,15455.0,2,305065.0
1723.0,3,2.0,1971,2019.0,30328,2,1,10080.0,4,356895.0
2982.0,7,2.0,1982,1989.0,30338,2,1,12221.0,5,529903.0
2704.0,6,2.5,2007,2004.0,30301,1,1,16859.0,4,504587.0
3092.0,4,2.0,1954,,30328,2,1,10616.0,3,436254.0
2037.0,4,3.0,1973,,30030,2,1,9240.0,2,379010.0
1509.0,6,3.5,1966,,30030,1,1,17672.0,2,355521.0
2056.0,4,3.0,2008,2022.0,30144,1,1,12182.0,1,324126.0
2261.0,5,2.0,1983,1980.0,30328,1,1,16365.0,1,391965.0
2247.0,6,3.0,1956,,30144,2,1,9259.0,3,319930.0
2880.0,6,1.5,1968,1985.0,30144,2,1,17627.0,1,399821.0
1983.0,7,3.5,1953,,30338,2,1,13095.0,1,396446.0
2411.0,3,2.5,1984,,30301,2,1,13739.0,4,388054.0
1607.0,4,2.0,2021,,30318,1,1,12527.0,1,344891.0
2470.0,7,2.0,1990,,30030,2,0,9978.0,1,474947.0
2202.0,5,1.0,2012,,30338,1,0,11993.0,3,399844.0
1750.0,4,2.0,2003,1992.0,30144,2,1,10230.0,5,329670.0
2059.0,4,3.5,2013,,30080,1,1,15838.0,4,413447.0
2089.0,4,3.0,1972,,30301,1,1,11188.0,1,302254.0
2038.0,5,3.5,2018,,30080,1,1,6014.0,1,427512.0
3263.0,4,1.5,1967,,30318,1,1,5282.0,4,353663.0
2141.0,6,2.5,1981,,30080,1,1,5093.0,4,365205.0
2054.0,5,2.0,1999,,30328,2,1,14472.0,2,373067.0
942.0,6,2.5,1970,2009.0,30328,1,0,7394.0,5,264806.0
1663.0,3,2.0,1969,,30301,2,1,13200.0,5,284899.0
2042.0,6,2.0,1959,,30305,1,1,12546.0,4,425408.0
1788.0,7,2.5,1950,2006.0,30338,2,1,11741.0,4,356188.0
3029.0,3,2.0,1986,,30338,1,1,13754.0,4,487017.0
2101.0,4,2.5,2021,,30328,1,0,12633.0,1,477020.0
2973.0,6,3.0,1965,1986.0,30305,1,0,2000.0,4,414511.0
2237.0,6,1.5,1981,1985.0,30328,2,0,10705.0,5,400113.0
2222.0,6,3.5,2017,,30301,2,1,13700.0,2,510844.0
2147.0,5,2.5,2005,1996.0,30305,1,1,18561.0,1,461686.0
2202.0,6,3.0,1950,2011.0,30328,1,1,18746.0,2,450613.0
3231.0,6,3.0,1986,,30338,2,1,6547.0,2,543038.0
808.0,3,3.0,1960,1995.0,30338,2,1,10601.0,5,259809.0
999.0,6,3.0,1967,1986.0,30144,1,1,5736.0,3,205752.0
1874.0,5,3.0,1967,,30080,1,1,18080.0,4,368551.0
2209.0,3,2.5,1994,2012.0,30318,2,1,16051.0,5,465645.0
2614.0,5,2.0,1964,,30080,1,1,13402.0,4,395504.0
2484.0,5,1.5,1968,,30301,1,1,12664.0,4,346321.0
1969.0,3,2.5,1966,,30080,1,1,17523.0,5,379420.0
2811.0,7,1.5,1975,,30318,1,1,16845.0,4,515796.0
2818.0,4,2.0,1997,,30030,2,1,16632.0,2,541504.0
2310.0,4,1.5,1978,1984.0,30144,1,1,13827.0,4,295918.0
2778.0,5,2.5,1973,,30030,1,1,10603.0,2,407091.0
2364.0,7,2.0,1987,2009.0,30144,1,1,15068.0,2,390102.0
1863.0,6,2.5,1994,,30301,2,1,15264.0,4,429437.0
2619.0,6,3.0,1951,,30305,1,1,11237.0,2,358130.0
2266.0,4,3.0,2014,1988.0,30338,1,1,10595.0,1,464698.0
2201.0,7,2.0,2015,2010.0,30328,1,0,16533.0,5,585298.0
3084.0,7,2.5,1993,,30305,2,1,18656.0,3,657887.0
729.0,5,2.5,1991,1992.0,30030,2,1,9002.0,4,269851.0
1349.0,5,2.5,2000,2000.0,30301,1,1,10946.0,5,325376.0
1488.0,3,3.0,1981,1994.0,30144,1,1,13404.0,4,289534.0
1982.0,6,2.0,1976,,30305,1,1,13946.0,4,414039.0
2047.0,7,3.5,1975,,30328,1,1,9911.0,4,450435.0
1296.0,5,1.5,1961,,30080,2,1,19534.0,2,285134.0
1609.0,5,3.0,2010,,30328,2,0,13688.0,5,488110.0
1683.0,5,2.5,1973,1986.0,30030,1,1,14126.0,4,349089.0
3674.0,3,2.0,1970,1981.0,30030,1,1,19036.0,1,541016.0
3281.0,6,3.0,2019,,30144,1,1,10204.0,1,478449.0
1953.0,6,1.5,1986,,30328,2,1,11646.0,5,412261.0
1982.0,7,3.0,1994,,30144,2,1,6987.0,5,396805.0
1510.0,7,2.5,1967,,30328,1,1,11311.0,5,386989.0
